Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
83.2.192,FALSE,FALSE,TRUE,478,,The American Wing,1883,Bust,Bus,,,,,,1203,Maker,,Pierre Joseph Chardigny,1794–1866,,"Chardigny, Pierre Joseph",,1794,1866,,,,1851,1851,1851,Waxed plaster,H. 5 in. (12.7 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/478,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.172,FALSE,FALSE,TRUE,479,,The American Wing,1883,Bust,Bus,,,,,,162300,Maker,Possibly after,Jean Martin Renaud,"French, Sarreguemines 1746–1821 Paris",,"Renaud, Jean Martin",French,1746,1821,,http://vocab.getty.edu/page/ulan/500405220,,1800–1883,1800,1883,Bronze,H. 1 7/8 in. (4.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/479,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.199,FALSE,FALSE,TRUE,480,,The American Wing,1883,Bust,Bus,,,,,,164273,Maker,After,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",,"Nini, Jean-Baptiste",Italian,1717,1786,,http://vocab.getty.edu/page/ulan/500109368,https://www.wikidata.org/wiki/Q3164318,1776–1883,1776,1883,Wood,7 1/4 x 5 3/4 in. (18.4 x 14.6 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,Italy,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/480,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.283,FALSE,FALSE,FALSE,481,774,The American Wing,1883,"Cameo medallion, minature",Cameo Medallion of Benjamin Franklin,,,,,,162701,Maker,Possibly,Josiah Wedgwood and Sons,"British, Etruria, Staffordshire, 1759–present",,"Wedgwood and Sons, Josiah",,1759,9999,,http://vocab.getty.edu/page/ulan/500269607,https://www.wikidata.org/wiki/Q595544,1776–1800,1776,1800,"Wax, glass",Diam. 2 1/2 in. (6.4 cm),"Gift of William H. Huntington, 1883",Probably made in,,Staffordshire,Staffordshire,England,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/481,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q4382010
83.2.234,FALSE,FALSE,TRUE,482,,The American Wing,1883,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1776–1883,1776,1883,Oil on wood,5 5/8 x 3 1/2 in. (14.3 x 8.9 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/482,https://www.wikidata.org/wiki/Q79023693,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.236,FALSE,FALSE,TRUE,483,,The American Wing,1883,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1776–1883,1776,1883,Panel,5 3/8 x 4 in. (13.7 x 10.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/483,https://www.wikidata.org/wiki/Q79023574,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.233,FALSE,FALSE,TRUE,484,,The American Wing,1883,Painting,Medallion of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1776–1883,1776,1883,Oil on wood,5 3/4 x 4 1/4 in. (14.6 x 10.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/484,https://www.wikidata.org/wiki/Q79023461,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.222,FALSE,FALSE,TRUE,485,,The American Wing,1883,Painting,Portrait of Benjamin Franklin,,,,,,1206,Artist,Possibly after,H. Sanford,1783–1822,,"Sanford, H.",,1783,1822,,,,1776–1883,1776,1883,Panel,5 3/8 x 4 1/4 in. (13.7 x 10.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/485,https://www.wikidata.org/wiki/Q79023347,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.248,FALSE,FALSE,TRUE,486,,The American Wing,1883,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1776–1883,1776,1883,Canvas,13 3/8 x 10 7/8 in. (34 x 27.6 cm),"Gift of William H. Huntington, 1883",Made in,,,,Japan,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/486,https://www.wikidata.org/wiki/Q79023218,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.217,FALSE,FALSE,TRUE,487,774,The American Wing,1883,Mask cast,Mask Cast of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,Painted plaster,4 1/4 x 4 1/8 in. (10.8 x 10.5 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/487,,,"Metropolitan Museum of Art, New York, NY",Masks|Benjamin Franklin|Faces,http://vocab.getty.edu/page/aat/300262834|http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300251798,https://www.wikidata.org/wiki/Q161524|https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q37017
83.2.160,FALSE,FALSE,TRUE,488,,The American Wing,1883,Medallion,Medallio,,,,,,164273,Maker,,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",,"Nini, Jean-Baptiste",Italian,1717,1786,,http://vocab.getty.edu/page/ulan/500109368,https://www.wikidata.org/wiki/Q3164318,1776–1800,1776,1800,Galvonplast (probably galvano-reproduction),Diam. 5 5/8 in. (14.3 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/488,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.170,FALSE,FALSE,TRUE,489,774,The American Wing,1883,Medallion,Medallio,,,,,,164273,Maker,,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",,"Nini, Jean-Baptiste",Italian,1717,1786,,http://vocab.getty.edu/page/ulan/500109368,https://www.wikidata.org/wiki/Q3164318,1778,1778,1778,Terracotta,Diam. 6 1/2 in. (16.5 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/489,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.175,FALSE,FALSE,TRUE,490,774,The American Wing,1883,Medallion,Medallio,,,,,,164273,Maker,,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",,"Nini, Jean-Baptiste",Italian,1717,1786,,http://vocab.getty.edu/page/ulan/500109368,https://www.wikidata.org/wiki/Q3164318,1777,1777,1777,Terracotta,Diam. 4 1/2 in. (11.4 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/490,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.178,FALSE,FALSE,TRUE,491,774,The American Wing,1883,Medallion,Medallio,,,,,,164273,Maker,,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",,"Nini, Jean-Baptiste",Italian,1717,1786,,http://vocab.getty.edu/page/ulan/500109368,https://www.wikidata.org/wiki/Q3164318,1776–1800,1776,1800,Ceramic,Diam. 4 7/8 in. (12.4 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/491,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
2.9,FALSE,FALSE,TRUE,492,774,The American Wing,1902,Medallion,Medallion of Benjamin Franklin,,,,,,162300,Maker,Attributed to,Jean Martin Renaud,"French, Sarreguemines 1746–1821 Paris",,"Renaud, Jean Martin",French,1746,1821,,http://vocab.getty.edu/page/ulan/500405220,,ca. 1797,1794,1797,Plaster,Without frame: Diam. 3 3/8 in. (8.6 cm),"Gift of George A. Lucas, 1902",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/492,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.213,FALSE,FALSE,TRUE,493,774,The American Wing,1883,Medallion,Medallio,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,Alabaster,Diam. 5 7/8 in. (14.9 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,Italy,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/493,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.214,FALSE,FALSE,TRUE,494,774,The American Wing,1883,Medallion,Medallio,,,,,,162300,Maker,Possibly after,Jean Martin Renaud,"French, Sarreguemines 1746–1821 Paris",,"Renaud, Jean Martin",French,1746,1821,,http://vocab.getty.edu/page/ulan/500405220,,1776–1883,1776,1883,Plaster,Diam. 6 1/8 in. (15.6 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/494,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.218,FALSE,FALSE,FALSE,495,,The American Wing,1883,"Painting, miniature",Portrait Miniature of Benjamin Franklin,,,,,,1199,Artist,After,Jacques Thouron,,,"Thouron, Jacques",,,9999,,,,1776–1883,1776,1883,Ivory,Diam. 2 1/2 in. (6.4 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/495,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q134307
47.137.8,FALSE,FALSE,TRUE,496,774,The American Wing,1947,Portrait Panel,Portrait Panel of Benjamin Franklin,,,,,,,,,,,,,,,,,,,ca. 1780,1777,1780,"Linden, holly, sycamore or harewood",11 1/4 x 9 1/4 in. (28.6 x 23.5 cm),"Gift of Mrs. J. Insley Blair, 1947",Probably made in,,,,Germany,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/496,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q134307
83.2.201,FALSE,FALSE,TRUE,497,,The American Wing,1883,Plaque,Plaqu,,,,,,,,,,,,,,,,,,,1776–1800,1776,1800,Ivory,4 1/16 x 3 in. (10.3 x 7.6 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/497,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
83.2.225,FALSE,FALSE,TRUE,498,,The American Wing,1883,Bust,Portrait Bust of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,Stone,Diam. 3 3/16 in. (8.1 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/498,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q4382010
83.2.240,FALSE,FALSE,TRUE,499,,The American Wing,1883,Bust,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,Stone,5 3/4 x 3 7/8 in. (14.6 x 9.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/499,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q4382010
83.2.251,FALSE,FALSE,TRUE,500,,The American Wing,1883,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,Silk,11 3/4 x 10 in. (29.8 x 25.4 cm),"Gift of William H. Huntington, 1883",Made in,,,,Japan,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/500,https://www.wikidata.org/wiki/Q79023096,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q134307
50.187.72,FALSE,FALSE,TRUE,501,,The American Wing,1950,"Bust, miniature",Profile Bust of Benjamin Franklin,,,,,,1207,Maker,Attributed to,Patience Wright,1725–1786,,"Wright, Patience",,1725,1786,,http://vocab.getty.edu/page/ulan/500080249,https://www.wikidata.org/wiki/Q1397018,ca. 1775,1772,1775,"Wax, glass, wood, paper",6 3/8 x 5 1/4 in. (16.2 x 13.3 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/501,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q4382010
83.2.188,FALSE,FALSE,TRUE,502,,The American Wing,1883,Statuette,Statuett,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,Bronze,H. 9 1/4 in. (23.5 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,Germany,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/502,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Profiles,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
1984.448.2,FALSE,FALSE,TRUE,504,774,The American Wing,1984,Side chair,Bentwood Side Chair,American,,,,,1209,Maker,,Henry I. Seymour,active ca. 1851–85,,"Seymour, Henry I.",,1851,1885,,,,1870–78,1870,1878,"Hickory, ash",36 x 17 3/4 x 22 in. (91.4 x 45.1 x 55.9 cm),"Gift of Mr. and Mrs. I. Wistar Morris III, 1984",Made in,Troy,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/504,,,"Metropolitan Museum of Art, New York, NY",,,
67.7.14,FALSE,FALSE,TRUE,505,774,The American Wing,1967,Berry dish,Berry Dish,American,,,,,1137,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,ca. 1867,1864,1867,Blown glass,H. 4 1/2 in. (11.4 cm); Diam. 9 1/2 in. (24.1 cm),"Funds from various donors, 1967",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/505,,,"Metropolitan Museum of Art, New York, NY",,,
68.130.9,FALSE,FALSE,TRUE,506,774,The American Wing,1968,Spoon,Berry Spoon,American,,,,,1210,Maker,,J. and W. Moir,active ca. 1845,,"Moir, J. and W.",,1795,1895,,,,1800–1900,1800,1900,Silver,8 x 2 1/2 in. (20.3 x 6.4 cm),"Gift of Mrs. Arthur C. Steinbach, 1968",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/506,,,"Metropolitan Museum of Art, New York, NY",,,
10.125.638,FALSE,FALSE,TRUE,507,,The American Wing,1910,Betty lamp,Betty Lamp,,,,,,,,,,,,,,,,,,,1600–1700,1600,1700,Iron,H. 10 in. (25.4 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/507,,,"Metropolitan Museum of Art, New York, NY",,,
34.100.191,FALSE,FALSE,TRUE,508,774,The American Wing,1934,Betty lamp,Betty Lamp,American,,,,,,,,,,,,,,,,,,1725–75,1725,1775,Iron,11 1/2 x 4 1/2 in. (29.2 x 11.4 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/508,,,"Metropolitan Museum of Art, New York, NY",,,
34.100.192,FALSE,FALSE,TRUE,509,774,The American Wing,1934,Betty lamp,Betty Lamp,American,,,,,,,,,,,,,,,,,,1725–75,1725,1775,Iron,8 x 4 in. (20.3 x 10.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/509,,,"Metropolitan Museum of Art, New York, NY",,,
1978.302.159,FALSE,FALSE,TRUE,510,774,The American Wing,1978,Betty lamp,Betty Lamp,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Wrought iron,H. 6 in. (15.2 cm),"Gift of Mrs. James A. Cole, 1978",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/510,,,"Metropolitan Museum of Art, New York, NY",,,
1978.302.160,FALSE,FALSE,TRUE,511,774,The American Wing,1978,Betty lamp,Betty Lamp,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Wrought iron,H. 4 1/2 in. (11.4 cm),"Gift of Mrs. James A. Cole, 1978",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/511,,,"Metropolitan Museum of Art, New York, NY",,,
Inst.1986.1,FALSE,FALSE,TRUE,512,740,The American Wing,,Bible,Bible,British,,,,,163524|1212,Maker|Printer,Printed by,George Edward Eyre|William Spottiswoode,"British, 1818–1887",,"Eyre, George Edward|Spottiswoode, William",British,1818,1887      |9999      ,|,|,|,1847,1847,1847,Paper with composition covers,6 x 3 1/2 x 2 in. (15.2 x 8.9 x 5.1 cm),"Gift of Daniel M. C. Hopping, 1986",Made in,London,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/512,,,"Metropolitan Museum of Art, New York, NY",Christ,http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q642420
54.186,FALSE,FALSE,FALSE,513,,The American Wing,1954,Bible,Bible,,,,,,1213,Printer,Printed by,John Hays,,,"Hays, John",,,9999,,,,1674 edition ,1674,1674,"Paper, leather",17 1/8 x 11 1/4 in. (43.5 x 28.6 cm),"Anonymous Gift, 1954",Made in,Cambridge,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/513,,,"Metropolitan Museum of Art, New York, NY",,,
35.62,FALSE,FALSE,FALSE,514,,The American Wing,1935,Bible,Bible,American,,,,,164765,Publisher,Published by,Hodge and Campbell,"American, New York",,Hodge and Campbell,American,,,,,,1792,1792,1792,Paper,16 3/4 x 10 1/4 in. (42.5 x 26 cm),"Rogers Fund, 1935",Made in,,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/514,,,"Metropolitan Museum of Art, New York, NY",,,
24.209,FALSE,FALSE,FALSE,515,,The American Wing,1924,Bible,Bible,,,,,,1215,Publisher,Published by,Jacob and Hendrick Keur,,,"Keur, Jacob and Hendrick",,,9999,,,,1744,1744,1744,"Paper, leather, brass",13 5/8 x 9 in. (34.6 x 22.9 cm),"Gift of Mrs. J. Insley Blair, 1924",Made in,,,,Netherlands,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/515,,,"Metropolitan Museum of Art, New York, NY",,,
58.51,FALSE,FALSE,FALSE,516,,The American Wing,1958,Bible,Bible,,,,,,1216|1217,Publisher|Publisher,Published by,Pieter Keur|Pieter Rotterdam and Company,,,"Keur, Pieter|Rotterdam and Company Pieter",,,9999      |9999      ,|,|,|,1716 or 1719 (edition),1716,1719,"Paper, leather, brass",14 x 9 1/2 in. (35.6 x 24.1 cm),"Gift of Estate of George M. Hall, 1958",Made in|Made in,Dordrecht|Amsterdam,,,Netherlands|Netherlands,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/516,,,"Metropolitan Museum of Art, New York, NY",,,
62.233.7,FALSE,FALSE,FALSE,517,774,The American Wing,1962,Bill holder,Bill Holder,American,,,,,162542|162541,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910–20,1907,1920,"Favrile glass, bronze",7 1/8 x 3 7/16 x 3 7/16 in. (18.1 x 8.7 x 8.7 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/517,,,"Metropolitan Museum of Art, New York, NY",,,
1985.24,FALSE,FALSE,TRUE,519,774,The American Wing,1985,Fountain,Bird Fountain,American,,,,,1137,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,1820–40,1820,1840,"Lead glass, blown molded",5 1/4 x 3 1/4 in. (13.3 x 8.3 cm),"Purchase, Judith F. and William H. Hernstadt Gift, 1985",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/519,,,"Metropolitan Museum of Art, New York, NY",Birds|Fountains,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300006179,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q483453
14.36.4,FALSE,FALSE,FALSE,520,774,The American Wing,1914,Figure,Bird Figure,American,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Parian porcelain,H. 1 3/4 in. (4.4 cm); Diam. 2 in. (5.1 cm),"Rogers Fund, 1914",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/520,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
